"","LUNCHNUMBER","QLang1","QMA13","QMA33","QMA41_2","QMMRT28","QMMRT29","QICC25","QICC24","QCOG3","QCOG20"
"445",662508,749,1,1,0,0,1,0,1,0,0
"446",662639,749,1,0,0,0,0,0,1,0,0
"447",662646,749,0,0,1,0,1,0,1,0,0
"448",662706,749,0,0,0,0,0,0,0,0,0
"449",662790,750,1,1,0,0,0,1,0,1,0
"450",663052,749,1,0,0,0,0,1,0,0,0
"451",663054,0,1,0,0,0,0,0,0,0,0
"452",663092,750,1,1,1,1,1,1,0,0,0
"453",663145,750,0,0,0,0,0,0,1,0,0
"454",663158,749,1,1,1,0,1,1,1,0,0
"455",663183,0,1,1,0,0,0,0,1,0,0
"456",663495,749,1,1,1,1,1,1,1,0,0
"457",663731,750,1,1,0,0,0,1,1,0,0
"458",663915,750,1,0,1,1,1,1,0,0,0
"459",663916,749,1,1,0,1,0,1,1,0,0
"460",663946,750,1,0,1,0,0,0,1,1,0
"461",663976,749,1,1,1,0,0,0,1,0,0
"462",664112,749,1,1,1,0,0,1,1,0,0
"463",664216,749,0,1,0,1,0,0,1,0,0
"464",664529,749,1,1,0,1,1,0,1,1,1
"465",664852,749,0,1,1,1,0,1,1,0,0
"466",664880,749,1,0,1,0,1,0,0,0,0
"467",664958,749,1,1,0,0,1,0,1,0,0
"468",664988,750,1,0,1,1,1,0,0,1,0
"469",665330,749,1,0,0,0,0,1,1,0,0
"470",665345,749,1,0,1,0,1,0,1,0,0
"471",665408,750,0,1,0,1,0,0,1,1,1
"472",665474,750,0,0,1,0,0,0,1,1,1
"473",665507,750,1,0,1,0,0,0,0,0,0
"474",665529,0,1,0,1,0,0,0,0,0,0
"475",665689,749,0,1,1,1,0,1,0,0,0
"476",665733,749,1,1,1,1,0,1,1,0,0
"477",665744,0,1,0,1,0,1,0,1,0,0
"478",665750,749,1,1,1,0,1,0,1,0,0
"479",665849,749,1,1,0,0,0,0,1,0,0
"480",665937,749,1,1,0,0,0,1,1,0,0
"481",665940,749,1,0,0,0,0,1,1,0,0
"482",665958,752,1,0,0,0,1,0,1,0,0
"483",665963,749,1,1,0,0,1,1,1,0,0
"484",665987,750,1,1,1,1,0,1,0,0,0
"485",666071,749,1,1,1,0,0,0,0,0,0
"486",666094,749,1,0,1,0,1,1,1,0,0
"487",666115,766,0,1,1,0,0,1,1,0,0
"488",666189,0,0,0,0,1,1,0,0,0,1
"489",666261,749,0,1,0,0,0,0,0,0,0
"490",666280,750,1,1,0,1,1,0,1,1,1
"491",666319,749,0,1,1,0,0,1,0,0,0
"492",666366,749,0,1,0,0,0,0,1,0,0
"493",666420,752,0,0,1,0,0,1,1,0,0
"494",666425,752,1,1,1,1,0,0,0,0,0
"495",666432,749,1,1,1,1,0,1,1,0,0
"496",666457,749,0,0,0,0,0,0,1,0,0
"497",666484,750,1,1,1,1,1,0,0,0,0
"498",666500,749,0,1,0,0,1,1,1,0,0
"499",666505,749,1,1,1,1,1,1,1,0,0
"500",666520,750,0,1,1,1,1,0,1,1,1
"501",666532,0,0,0,1,1,1,1,0,1,0
"502",666593,749,0,1,1,1,1,1,1,0,0
"503",666707,750,1,0,0,0,0,0,1,0,0
"504",666716,749,1,0,1,0,0,0,1,0,0
"505",666774,749,1,0,0,0,0,1,1,0,0
"506",666800,749,1,1,0,1,1,0,1,0,0
"507",666852,749,1,0,0,1,0,0,1,0,0
"508",666871,749,1,1,1,0,0,1,1,0,0
"509",666875,0,1,0,1,0,0,0,0,0,1
"510",666882,749,1,1,1,0,0,0,1,1,1
"511",666890,749,1,1,0,0,0,1,1,0,1
"512",666892,749,1,1,1,1,1,1,1,0,0
"513",666899,750,1,0,1,0,1,1,1,0,0
"514",666995,749,1,1,0,1,0,0,0,1,0
"515",667025,749,1,1,1,0,1,0,1,0,0
"516",667064,749,0,0,1,0,1,1,1,1,0
"517",667103,750,1,0,1,0,0,0,1,1,0
"518",667190,750,1,1,1,0,0,1,1,1,0
"519",667212,0,1,1,1,0,0,0,1,0,0
"520",667262,749,0,1,1,0,1,1,1,0,0
"521",667290,0,0,0,0,0,0,1,0,0,0
"522",667304,749,1,1,1,0,0,1,1,0,0
"523",667306,0,1,0,0,0,0,1,1,0,0
"524",667379,749,1,0,0,0,0,0,0,0,0
"525",667383,0,1,0,1,1,1,1,1,0,0
"526",667387,749,1,1,0,0,0,0,1,0,0
"527",667399,750,1,1,1,0,1,1,1,0,0
"528",667437,749,1,1,1,0,1,1,1,0,0
"529",667463,749,0,1,0,1,0,0,1,0,0
"530",667464,0,1,1,1,0,0,1,1,0,1
"531",667467,750,0,0,1,0,0,0,1,1,0
"532",667474,749,0,1,0,1,1,1,1,0,0
"533",667552,749,0,0,1,1,0,0,1,0,0
"534",667635,749,1,1,1,0,1,1,1,0,0
"535",667774,750,1,0,0,0,0,1,0,1,1
"536",667783,749,1,1,1,0,1,1,1,0,1
"537",667853,749,0,0,1,0,0,0,1,0,0
"538",667870,760,1,0,1,0,1,1,1,0,0
"539",667877,749,1,1,0,1,1,0,0,0,0
"540",667879,750,0,0,0,0,0,0,1,0,0
"541",667895,749,1,0,0,0,0,1,0,0,0
"542",667896,749,1,0,0,0,0,0,0,0,0
"543",667957,0,1,0,1,0,1,1,1,0,0
"544",667965,750,1,0,1,0,1,0,1,0,0
"545",667984,750,1,0,1,0,1,1,1,0,0
"546",668034,770,0,0,1,0,1,0,0,0,0
"547",668048,749,1,1,1,0,0,0,1,0,0
"548",668065,0,1,1,1,1,1,0,0,0,0
"549",668082,750,1,0,1,1,0,0,0,0,1
"550",668148,770,0,0,0,0,0,1,1,0,0
"551",668153,749,0,0,1,0,0,1,0,0,0
"552",668163,749,1,0,1,0,0,0,1,0,0
"553",668261,749,1,1,1,1,1,0,1,0,0
"554",668275,749,1,1,1,0,1,1,1,0,0
"555",668305,750,1,1,0,0,0,0,1,0,1
"556",668356,749,1,1,1,0,1,0,1,1,1
"557",668366,750,1,0,1,1,0,1,1,1,1
"558",668375,749,1,1,1,0,1,1,1,0,0
"559",668384,751,1,1,0,0,1,1,1,0,0
"560",668394,749,0,1,1,0,0,0,1,0,0
"561",668410,749,1,1,0,0,0,1,1,0,0
"562",668412,749,1,0,1,0,1,0,1,0,0
"563",668441,749,1,0,1,0,0,1,1,0,0
"564",668450,749,1,1,0,0,0,0,1,0,0
"565",668462,749,1,1,1,0,1,1,1,0,0
"566",668493,756,0,0,0,1,1,0,0,0,0
"567",668500,749,1,0,0,1,1,1,1,0,0
"568",668511,749,1,0,0,1,1,0,1,0,0
"569",668512,749,1,1,0,0,0,1,1,0,0
"570",668624,749,1,1,1,1,0,1,0,0,0
"571",668636,749,1,0,1,1,0,1,1,0,0
"572",668637,750,1,1,0,0,0,1,0,0,0
"573",668660,749,1,0,1,1,1,1,1,0,0
"574",668713,750,1,1,1,0,0,1,0,0,0
"575",668765,750,1,1,1,1,1,0,1,0,0
"576",668772,749,1,1,1,1,1,0,1,0,0
"577",668932,750,1,1,1,0,0,1,1,1,0
"578",669051,749,0,1,0,1,1,1,1,0,0
"579",669076,750,0,1,1,1,0,0,1,0,0
"580",669254,750,1,0,1,0,1,0,1,1,0
"581",669310,750,1,0,1,1,0,1,1,0,1
"582",669390,750,0,1,1,1,0,0,1,0,0
"583",669420,750,0,1,1,0,1,1,1,1,0
"584",669579,749,0,1,0,1,0,0,0,0,0
"585",669584,749,1,0,0,0,0,1,1,0,0
"586",669608,749,1,1,1,1,0,0,1,0,0
"587",669759,749,0,1,1,1,1,0,1,0,0
"588",669830,750,0,1,0,0,0,0,0,1,0
"589",669904,749,0,0,0,0,0,1,1,0,1
"590",669923,749,1,0,1,0,0,0,0,0,0
"591",669929,750,0,1,0,0,0,1,0,1,0
"592",669931,750,1,0,1,0,1,0,1,1,0
"593",669957,749,1,0,1,0,0,0,1,0,0
"594",670182,749,0,0,1,1,1,0,0,0,0
"595",670190,749,1,1,1,0,1,1,1,0,0
"596",670319,750,1,0,1,0,0,0,0,0,0
"597",670455,749,1,0,1,0,0,1,1,0,0
"598",670482,0,1,1,0,0,0,1,0,0,0
"599",670564,749,0,1,1,0,0,1,1,0,0
"600",670598,749,1,1,1,1,1,1,0,0,0
"601",670707,749,1,0,1,1,0,0,1,1,1
"602",670777,750,0,1,0,0,0,0,1,0,0
"603",670882,749,0,1,0,0,1,1,1,0,0
"604",670890,749,1,0,1,0,0,0,0,0,0
"605",670917,749,1,1,0,0,0,1,1,0,0
"606",671001,0,0,0,0,0,0,1,0,0,0
"607",671115,749,1,1,1,0,0,1,1,0,0
"608",671116,752,1,0,1,0,1,0,0,0,0
"609",671119,761,1,1,1,0,1,1,1,0,0
"610",671138,749,0,0,1,0,0,0,1,0,0
"611",671145,749,1,0,0,0,0,0,1,0,0
"612",671267,749,0,0,1,0,0,0,1,1,0
"613",671315,749,1,1,1,0,0,1,1,0,0
"614",671343,0,1,0,0,0,0,0,1,0,0
"615",671446,749,1,1,1,0,0,0,1,1,0
"616",671504,0,1,0,0,1,1,0,1,0,0
"617",671573,749,0,1,1,0,0,0,0,0,0
"618",671782,749,1,0,1,0,1,0,1,0,0
"619",671796,749,0,1,1,0,0,0,1,0,0
"620",671809,750,0,0,1,1,1,1,1,1,1
"621",671810,750,1,0,1,0,1,0,0,0,0
"622",671814,750,0,0,0,0,0,1,0,1,0
"623",671818,749,1,1,1,0,0,0,1,0,0
"624",671873,750,0,0,0,0,1,1,0,1,0
"625",671879,770,1,1,1,0,1,1,1,0,0
"626",671974,749,1,1,1,0,1,1,1,0,0
"627",672069,0,1,0,1,1,0,0,1,1,0
"628",672148,749,0,0,1,1,1,1,1,0,0
"629",672201,749,1,0,1,0,0,1,0,0,0
"630",672276,749,0,1,1,1,0,1,1,0,0
"631",672320,749,0,0,0,0,0,0,1,0,0
"632",672323,749,0,1,1,1,0,0,1,1,0
"633",672398,749,1,1,0,0,1,1,1,0,0
"634",672515,750,1,1,1,0,1,1,1,0,1
"635",672516,750,0,1,1,0,0,0,1,1,0
"636",672520,750,0,0,1,0,0,0,1,1,0
"637",672529,750,1,0,0,0,1,0,0,0,0
"638",672531,750,1,0,1,1,1,1,1,0,1
"639",672534,750,0,1,1,0,1,0,0,1,0
"640",672559,749,1,0,1,1,0,1,1,0,0
"641",672665,750,1,0,1,1,1,1,0,1,0
"642",672666,750,1,0,0,0,0,1,1,0,1
"643",672704,750,1,1,0,0,0,0,1,1,1
"644",672766,750,1,1,0,1,0,0,0,0,1
"645",672825,749,1,1,1,0,0,1,1,0,0
"646",672913,0,0,0,0,0,0,0,0,0,0
"647",672913,749,1,0,0,0,0,0,1,0,0
"648",673140,749,1,0,0,1,0,1,1,0,0
"649",673170,770,1,1,1,0,1,1,1,1,0
"650",673185,749,0,0,0,0,0,1,0,0,0
"651",673258,749,0,1,1,1,0,0,1,0,0
"652",673315,750,0,1,0,0,1,1,1,0,0
"653",673336,750,0,0,1,0,0,1,1,1,0
"654",673341,749,0,1,1,0,0,0,0,0,0
"655",673343,749,1,1,1,0,1,0,0,0,0
"656",673345,750,0,1,0,1,0,0,0,0,0
"657",673447,749,0,1,0,0,1,1,1,0,0
"658",673456,749,0,0,0,1,1,1,0,0,0
"659",673536,749,1,1,0,0,1,1,1,0,0
"660",673550,749,0,0,1,1,1,1,1,0,0
"661",673596,749,1,1,1,0,0,1,1,0,0
"662",673615,0,1,0,1,0,0,0,1,0,0
"663",673650,749,0,0,1,0,0,0,1,0,0
"664",673664,749,1,0,1,0,1,1,0,0,0
"665",673690,750,1,0,0,0,0,1,1,0,0
"666",673799,750,1,0,0,1,1,1,1,0,0
"667",673801,0,1,0,0,1,0,1,1,0,0
"668",673848,749,1,0,0,0,0,0,1,0,0
"669",674002,750,1,0,0,0,0,0,0,0,0
"670",674157,749,1,0,1,1,0,0,1,0,0
"671",674165,749,0,0,1,0,0,1,1,0,0
"672",674169,750,1,0,1,0,0,1,1,0,0
"673",674257,750,1,0,1,1,0,1,1,0,0
"674",674305,750,1,1,1,0,0,0,1,1,0
"675",674313,749,1,1,1,0,1,0,1,1,0
"676",674340,750,1,0,0,1,0,0,0,1,1
"677",674353,749,0,0,0,0,0,0,1,0,0
"678",674364,750,1,1,1,0,0,1,1,1,0
"679",674379,750,1,1,0,0,1,0,1,0,0
"680",674441,750,1,1,0,1,1,0,1,1,0
"681",674467,750,1,1,1,0,1,1,1,0,0
"682",674480,749,1,1,1,0,0,1,1,0,0
"683",674631,749,0,0,0,0,0,1,1,0,0
"684",674830,749,1,0,1,0,1,0,1,0,0
"685",674892,750,0,0,1,0,0,0,0,0,0
"686",674914,749,0,1,0,0,1,0,0,0,1
"687",674993,750,0,0,0,0,0,1,0,0,0
"688",674994,750,0,0,1,0,0,0,1,1,0
"689",675044,750,0,0,1,0,0,0,0,0,0
"690",675074,749,1,1,1,0,0,1,1,0,0
"691",675290,750,1,1,1,1,0,0,1,1,0
"692",675362,750,0,1,0,0,0,1,1,1,0
"693",675579,749,1,0,0,1,1,0,1,0,0
"694",675587,749,0,0,0,0,0,0,0,0,0
"695",675675,749,1,1,0,0,1,0,1,0,0
"696",675826,749,0,1,0,0,1,1,1,0,1
"697",675971,761,0,0,0,0,0,0,0,0,0
"698",676006,749,0,0,0,1,0,0,1,0,0
"699",676022,0,1,0,0,0,0,1,0,1,0
"700",676434,749,0,0,1,1,0,0,1,0,0
"701",676456,749,0,1,1,0,0,1,0,0,0
"702",676526,749,1,0,1,1,0,0,1,0,0
"703",676560,749,0,1,0,0,0,0,1,0,0
"704",676569,750,1,1,1,1,0,0,1,0,0
"705",676591,750,1,0,0,1,1,1,1,1,0
"706",676622,749,1,0,0,1,1,1,1,0,0
"707",676682,750,1,1,1,0,0,1,0,0,0
"708",676728,749,0,1,1,0,0,1,1,0,0
"709",676794,749,0,1,1,0,0,1,1,0,0
"710",676816,749,1,1,0,0,1,1,1,0,0
"711",677092,749,1,1,0,0,1,0,1,0,0
"712",677259,770,1,1,0,0,1,1,1,0,0
"713",677321,0,0,1,0,1,1,1,1,0,0
"714",677409,749,0,1,0,0,0,1,0,1,1
"715",677539,749,1,0,0,0,1,0,1,0,1
"716",677633,749,1,0,1,0,0,0,1,0,0
"717",677770,749,1,1,1,0,0,0,1,0,0
"718",677814,749,1,0,0,0,0,0,0,0,0
"719",678222,750,1,1,1,1,1,1,1,1,1
"720",678365,749,1,0,1,0,0,0,1,0,0
"721",678519,750,1,0,0,1,1,0,1,1,0
"722",678537,0,0,0,0,0,0,0,0,0,0
"723",678596,749,0,1,0,1,0,1,1,0,0
"724",678641,770,1,1,1,1,1,0,0,0,0
"725",678856,749,1,1,0,0,0,0,0,1,0
"726",679261,750,0,1,1,0,0,1,0,0,0
"727",679403,749,1,1,1,0,1,0,1,0,0
"728",679404,749,0,0,1,0,0,1,1,0,0
"729",679493,0,1,0,0,0,1,0,0,1,0
"730",679506,749,1,0,0,1,1,1,1,0,0
"731",679648,749,0,0,0,1,0,0,1,0,0
"732",679654,749,0,0,0,0,1,1,1,0,0
"733",679727,749,1,1,1,0,0,1,1,1,1
"734",679831,0,0,0,0,0,0,0,0,0,0
"735",680144,749,1,1,1,1,0,0,1,0,0
"736",680358,749,1,0,0,0,0,1,1,0,0
"737",680775,764,0,1,0,1,1,0,1,0,0
"738",680799,752,0,0,0,0,0,1,1,0,0
"739",680859,0,1,0,0,0,0,0,0,0,0
"740",681203,749,1,0,1,1,1,0,1,1,1
"741",681264,764,0,1,0,0,0,0,1,0,0
"742",681294,750,1,1,1,1,1,1,0,1,0
"743",681462,770,0,0,1,0,0,0,1,0,0
"744",681472,770,1,1,0,1,1,1,1,0,0
"745",681514,749,0,0,1,1,1,1,1,1,0
"746",681584,750,1,0,0,1,1,1,0,1,0
"747",681838,760,1,0,1,1,1,1,0,0,0
"748",682091,749,1,1,1,0,1,0,1,0,0
"749",682100,750,1,0,0,0,0,0,1,1,0
"750",682109,749,1,0,0,1,0,0,0,0,0
"751",682130,756,0,0,0,0,0,0,1,0,0
"752",682275,749,1,1,0,0,0,0,1,0,0
"753",682300,0,0,1,1,0,0,0,1,0,0
"754",682543,749,1,0,0,1,1,1,1,0,0
"755",682586,749,1,1,0,0,0,0,1,0,0
"756",682646,750,1,0,0,0,0,0,1,1,0
"757",682655,749,1,1,0,0,0,1,1,0,0
"758",682829,750,0,0,1,0,0,0,1,0,1
"759",682969,749,0,0,0,0,0,0,0,0,0
"760",683137,749,0,1,0,1,1,1,1,0,0
"761",683155,749,1,1,0,0,1,1,1,0,0
"762",683301,749,1,0,0,1,0,1,1,0,0
"763",683655,749,0,0,1,0,0,1,1,0,0
"764",683721,750,0,0,1,0,0,0,1,1,1
"765",683920,749,1,0,1,0,1,0,1,0,0
"766",683936,749,1,0,1,0,1,0,1,0,0
"767",683941,749,1,0,1,0,0,0,1,0,0
"768",684089,750,1,1,0,1,1,0,0,1,1
"769",684155,0,1,0,1,0,1,0,1,1,0
"770",684242,749,1,1,1,0,1,1,1,0,0
"771",684621,0,0,0,0,0,0,0,1,0,0
"772",684795,749,0,1,0,0,0,1,0,0,0
"773",684889,0,1,0,0,1,1,1,1,0,0
"774",685143,750,1,0,0,0,0,0,1,0,0
"775",685179,750,0,1,0,1,1,1,1,1,1
"776",685183,749,0,0,0,1,1,0,0,0,0
"777",685344,750,1,1,0,0,0,1,1,1,0
"778",685387,749,1,1,1,1,1,1,1,0,0
"779",685504,749,1,0,0,1,1,0,1,0,0
"780",685524,770,1,1,1,1,1,1,1,0,0
"781",685539,749,1,0,0,1,1,1,0,0,0
"782",685662,0,1,1,0,1,1,0,1,0,0
"783",685675,749,1,0,0,0,0,1,1,0,0
"784",685780,750,0,1,1,1,1,1,1,1,0
"785",685864,750,0,1,1,0,1,0,0,1,1
"786",685925,749,1,1,1,0,0,0,0,1,1
"787",685947,749,1,0,1,1,1,1,1,0,0
"788",685967,749,1,0,1,0,1,1,1,0,0
"789",686042,752,1,1,1,0,0,1,1,0,0
"790",686047,749,0,0,1,0,1,1,1,0,0
"791",686169,750,1,0,0,0,1,0,1,1,1
"792",686312,749,1,1,0,0,0,1,0,1,0
"793",686493,759,0,0,0,0,1,1,1,0,0
"794",686561,750,0,0,1,0,1,0,0,1,0
"795",686719,750,1,1,1,1,0,1,1,1,1
"796",686884,750,0,0,0,0,1,0,0,1,1
"797",686941,749,0,0,1,0,1,1,1,0,0
"798",686947,749,1,1,0,1,0,1,0,0,0
"799",686948,749,0,1,1,0,1,1,0,0,0
"800",687037,749,1,1,1,0,1,1,1,0,0
"801",687048,749,1,1,1,1,1,1,1,0,0
"802",687153,749,0,1,0,0,0,0,1,0,0
"803",687401,749,1,0,1,0,1,0,0,0,0
"804",687408,0,0,1,1,0,0,1,1,0,0
"805",687493,749,1,0,0,0,0,0,0,0,0
"806",687698,749,1,1,1,0,1,1,0,0,0
"807",687824,0,1,0,1,0,0,0,1,1,0
"808",688141,749,1,0,0,0,1,0,1,0,0
"809",688432,0,1,1,1,0,1,0,0,0,0
"810",688471,749,1,0,0,0,0,0,0,0,0
"811",688641,749,1,1,1,1,0,0,1,0,0
"812",688917,753,0,0,0,0,0,0,1,0,0
"813",689004,750,1,0,0,0,1,0,1,1,0
"814",689290,750,0,0,0,1,0,1,0,1,0
"815",689321,750,1,0,0,0,0,1,0,0,0
"816",689514,749,1,0,0,0,0,0,0,1,0
"817",689523,749,1,0,0,0,0,0,1,0,0
"818",689531,749,1,0,1,0,0,1,0,0,0
"819",689698,750,1,0,0,1,0,0,0,0,0
"820",689803,749,0,1,0,0,1,0,1,0,0
"821",689820,749,1,1,0,1,1,0,1,0,0
"822",689847,770,1,0,0,0,0,1,1,0,0
"823",689885,749,1,1,1,0,0,0,0,0,0
"824",689940,749,1,1,1,1,1,1,1,0,0
"825",689963,749,1,0,0,0,0,1,1,0,0
"826",689995,0,0,0,0,0,0,0,0,0,0
"827",690117,753,0,1,0,0,0,1,0,0,0
"828",690233,749,1,1,1,0,1,1,1,0,0
"829",690283,749,0,1,1,0,1,1,1,0,0
"830",690292,749,1,0,0,0,1,0,1,0,0
"831",690407,749,1,0,0,0,0,0,1,0,0
"832",690712,749,1,0,1,0,0,0,0,0,0
"833",690769,750,1,1,0,1,0,0,0,1,0
"834",690799,750,0,1,1,0,0,0,0,0,0
"835",690813,770,0,1,0,0,0,1,1,0,1
"836",690906,0,1,0,1,0,0,1,1,0,0
"837",690946,749,1,1,1,0,1,1,1,0,0
"838",690967,750,0,0,0,1,0,0,1,1,0
"839",690977,749,0,0,0,0,0,0,1,0,0
"840",691089,749,1,1,1,1,1,0,1,0,0
"841",691122,749,0,0,1,1,1,0,1,0,0
"842",691124,749,1,0,0,0,0,0,1,0,0
"843",691169,749,0,0,0,1,0,1,1,1,1
"844",691204,749,0,0,0,1,1,1,1,0,0
"845",691509,750,1,0,0,0,0,1,1,1,0
"846",691514,750,1,1,1,0,0,0,1,1,0
"847",691520,750,0,1,0,1,0,0,0,0,0
"848",691638,750,0,1,0,0,0,0,0,0,1
"849",691670,752,1,0,0,0,0,1,1,0,0
"850",691735,749,1,0,1,1,1,1,1,0,0
"851",691863,750,0,0,1,0,1,0,0,0,0
"852",691880,0,0,1,0,0,1,0,1,0,0
"853",691883,750,1,0,1,0,1,0,1,0,0
"854",691895,749,0,1,0,0,1,1,1,0,0
"855",691914,750,1,1,0,0,1,0,1,1,0
"856",692061,749,1,1,1,0,0,0,0,0,0
"857",692350,749,1,1,1,0,0,1,0,0,0
"858",692609,764,0,0,1,0,0,1,1,0,0
"859",692694,765,0,1,1,0,0,0,1,0,0
"860",692769,749,1,1,0,0,0,0,0,0,1
"861",692797,749,0,1,0,1,0,0,1,0,0
"862",692911,749,0,1,0,1,0,0,0,0,0
"863",693200,750,1,1,1,0,0,0,1,1,1
"864",693202,749,0,0,1,0,0,0,1,0,0
"865",693222,749,1,0,1,0,0,1,1,0,1
"866",693561,749,1,1,0,0,0,0,0,0,0
"867",693589,749,1,0,1,0,0,0,1,0,0
"868",693748,761,0,1,0,0,0,1,1,0,0
"869",693816,749,0,1,1,0,0,1,1,0,0
"870",693847,750,1,0,0,1,1,1,1,0,0
"871",693888,749,1,1,1,0,0,0,0,0,0
"872",693936,749,1,1,0,1,1,0,1,1,0
"873",694028,749,0,1,0,1,0,0,1,1,0
"874",694087,749,0,0,0,0,0,0,1,0,0
"875",694848,749,1,0,0,0,0,1,0,0,0
"876",694945,756,1,1,0,0,0,0,1,0,0
"877",695333,750,1,0,1,1,1,0,1,1,0
"878",695904,749,0,0,0,0,0,1,1,0,0
"879",696022,749,0,0,0,0,0,0,0,0,0
"880",696416,764,1,0,0,0,0,1,1,0,0
"881",696421,764,0,1,0,1,1,0,1,0,0
"882",696896,750,0,1,1,0,0,1,0,0,0
"883",697067,750,1,1,1,0,0,0,0,0,0
"884",697069,0,0,0,0,0,0,0,0,0,1
"885",697109,749,1,0,1,0,0,1,0,0,0
"886",697118,764,0,0,0,0,0,1,1,0,0
"887",697222,750,0,0,1,0,0,0,0,1,0
"888",697373,749,1,0,0,1,0,0,0,0,0
"889",697404,749,1,1,1,0,1,1,0,0,0
